teks,label
"BERITA ACARA REKONSILIASI
Nomor: BAR-70809/WPB.bbk4/KP.bpp85/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Selasa tanggal Tujuh bulan September tahun Dua Ribu Dua Puluh Satu telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. KALIMANTAN UTARA (4bpp600bar_e_rekon) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna
Anggaran dengan Kantor Pelayanan Perbendaharaan Negara KPPN TANJUNG SELOR, yang
selanjutnya disebut Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Agustus bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bpp0,bbkbpp4,bbk47,000
4,8bppbar_e_rekon,709,897
-bar_e_rekon,800,54bbk
0
9,965,964
0
0
bar_e_rekon4,000,000
bar_e_rekon4,000,000
0
0
0

SAI
bpp0,bbkbpp4,bbk47,000
4,8bppbar_e_rekon,709,897
-bar_e_rekon,800,54bbk
0
9,965,964
0
0
bar_e_rekon4,000,000
bar_e_rekon4,000,000
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-7bar_e_rekonbpp0bbk/WPB.04/KP.008/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Selasa tanggal Tujuh bulan September tahun Dua Ribu Dua Puluh Satu telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. RIAU (4bar_e_rekon807bar_e_rekon) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna Anggaran dengan
Kantor
Pelayanan
Perbendaharaan
, yang selanjutnya disebut Bendahara Umum Negara.

N

Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Agustus bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bpp9,889,bpp55,000
bppbpp,6bppbar_e_rekon,588,008
-bpp4,bar_e_rekon65,908
0
bppbpp,59bbk,504
0
0
bppbar_e_rekon0,000,000
bppbar_e_rekon0,000,000
0
0
0

SAI
bpp9,889,bpp55,000
bppbpp,6bppbar_e_rekon,588,008
-bpp4,bar_e_rekon65,908
0
bppbpp,59bbk,504
0
0
bppbar_e_rekon0,000,000
bppbar_e_rekon0,000,000
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-bppbbk9bppbbk8/WPB.bpp6/KP.04bar_e_rekon/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Selasa tanggal Empat bulan Januari tahun Dua Ribu Dua Puluh Dua telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. KALIMANTAN BARAT (4bar_e_rekon8bbk77) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna
Anggaran dengan Kantor Pelayanan Perbendaharaan Negara PONTIANAK, yang selanjutnya
disebut Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Desember bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bpp9,494,bar_e_rekon96,000
bpp9,bar_e_rekon5bar_e_rekon,608,8bbk7
-4bar_e_rekon,5bar_e_rekon9,6bpp9
0
bpp7,477,485
0
0
0
0
0
0
0

SAI
bpp9,494,bar_e_rekon96,000
bpp9,bar_e_rekon5bar_e_rekon,608,8bbk7
-4bar_e_rekon,5bar_e_rekon9,6bpp9
0
bpp7,477,485
0
0
0
0
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-bpp4976bar_e_rekon/WPB.07/KP.0bpp7/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Jumat tanggal Tujuh bulan Januari tahun Dua Ribu Dua Puluh Dua telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. LAMPUNG (4bar_e_rekon8bbkbar_e_rekonbpp) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna Anggaran
dengan Kantor Pelayanan Perbendaharaan Negara BANDAR LAMPUNG, yang selanjutnya disebut
Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Desember bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bpp7,7bbk9,bbkbbk6,000
bpp7,6bbk5,bpp49,bpp58
-bar_e_rekon8,799,9bpp9
0
bppbpp4,bbkbpp6,bar_e_rekon8bar_e_rekon
0
0
0
0
0
0
0

SAI
bpp7,7bbk9,bbkbbk6,000
bpp7,6bbk5,bpp49,bpp58
-bar_e_rekon8,799,9bpp9
0
bppbpp4,bbkbpp6,bar_e_rekon8bar_e_rekon
0
0
0
0
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-bpp56bbk8bar_e_rekon/WPB.08/KP.0bpp6/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Kamis tanggal Tiga Belas bulan Januari tahun Dua Ribu Dua Puluh Dua telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK KOTA
BENGKULU (4bar_e_rekon9570) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna Anggaran dengan
Kantor Pelayanan Perbendaharaan Negara BENGKULU, yang selanjutnya disebut Bendahara
Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Desember bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
4,505,495,000
4,bbk89,bar_e_rekon87,944
-8,640,bbk88
0
bar_e_rekon,04bpp,760
0
0
0
0
0
0
0

SAI
4,505,495,000
4,bbk89,bar_e_rekon87,944
-8,640,bbk88
0
bar_e_rekon,04bpp,760
0
0
0
0
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-4bbk040/WPB.bbkbpp/KP.009/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Rabu tanggal Delapan Belas bulan Agustus tahun Dua Ribu Dua Puluh Satu
telah diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. KEPULAUAN RIAU (667058) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna
Anggaran dengan Kantor Pelayanan Perbendaharaan Negara TANJUNG PINANG, yang
selanjutnya disebut Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Juli bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bar_e_rekon8,745,0bbk6,000
bppbbk,96bpp,bpp77,970
-bppbbk,bbkbbk6,858
0
bpp6bar_e_rekon,087,bbkbbk6
0
0
bpp60,000,000
bpp60,000,000
0
0
0

SAI
bar_e_rekon8,745,0bbk6,000
bppbbk,96bpp,bpp77,970
-bppbbk,bbkbbk6,858
0
bpp6bar_e_rekon,087,bbkbbk6
0
0
bpp60,000,000
bpp60,000,000
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-55bar_e_rekonbar_e_rekonbar_e_rekon/WPB.bar_e_rekon9/KP.06bpp/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Senin tanggal Dua Puluh Tiga bulan Agustus tahun Dua Ribu Dua Puluh Satu
telah diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. MALUKU (4bar_e_rekon9bppbpp9) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna Anggaran
dengan Kantor Pelayanan Perbendaharaan Negara AMBON, yang selanjutnya disebut Bendahara
Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Juli bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bpp9,bppbppbpp,bbk79,000
7,bar_e_rekon9bar_e_rekon,804,5bar_e_rekon9
-bpp,665,088
0
bpp0,bbk99,4bar_e_rekon0
0
0
bar_e_rekonbar_e_rekon5,000,000
bar_e_rekonbar_e_rekon5,000,000
0
0
0

SAI
bpp9,bppbppbpp,bbk79,000
7,bar_e_rekon9bar_e_rekon,804,5bar_e_rekon9
-bpp,665,088
0
bpp0,bbk99,4bar_e_rekon0
0
0
bar_e_rekonbar_e_rekon5,000,000
bar_e_rekonbar_e_rekon5,000,000
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-5776bpp/WPB.bar_e_rekonbbk/KP.bppbbk6/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Selasa tanggal Dua Puluh Empat bulan Agustus tahun Dua Ribu Dua Puluh
Satu telah diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT
STATISTIK PROP. SULAWESI SELATAN (4bar_e_rekon88bar_e_rekon0) yang selanjutnya disebut Unit Akuntansi Kuasa
Pengguna Anggaran dengan Kantor Pelayanan Perbendaharaan Negara MAKASSAR II, yang
selanjutnya disebut Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Juli bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bar_e_rekon6,bppbbk8,66bbk,000
bppbpp,bppbar_e_rekon6,bbk64,559
-bppbpp,670,504
0
bpp5,005,907
0
0
bppbar_e_rekon0,000,000
bppbar_e_rekon0,000,000
0
0
0

SAI
bar_e_rekon6,bppbbk8,66bbk,000
bppbpp,bppbar_e_rekon6,bbk64,559
-bppbpp,670,504
0
bpp5,005,907
0
0
bppbar_e_rekon0,000,000
bppbar_e_rekon0,000,000
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-4bar_e_rekon855/WPB.bpp9/KP.046/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Rabu tanggal Delapan Belas bulan Agustus tahun Dua Ribu Dua Puluh Satu
telah diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. KALIMANTAN TIMUR (4bar_e_rekon86bbk5) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna
Anggaran dengan Kantor Pelayanan Perbendaharaan Negara SAMARINDA, yang selanjutnya
disebut Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Juli bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bbk5,464,bbk98,000
bpp6,8bpp0,bbk78,940
-bppbar_e_rekon,bbk40,bar_e_rekonbpp0
0
bar_e_rekon7,767,464
0
0
7bar_e_rekon,000,000
7bar_e_rekon,000,000
0
0
0

SAI
bbk5,464,bbk98,000
bpp6,8bpp0,bbk78,940
-bppbar_e_rekon,bbk40,bar_e_rekonbpp0
0
bar_e_rekon7,767,464
0
0
7bar_e_rekon,000,000
7bar_e_rekon,000,000
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-5bbk7bbk9/WPB.bar_e_rekon8/KP.06bar_e_rekon/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Senin tanggal Dua Puluh Tiga bulan Agustus tahun Dua Ribu Dua Puluh Satu
telah diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. MALUKU UTARA (6bbk69bpp4) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna
Anggaran dengan Kantor Pelayanan Perbendaharaan Negara TERNATE, yang selanjutnya disebut
Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Juli bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bar_e_rekon9,7bbk5,590,000
bppbbk,849,bar_e_rekon4bbk,780
-bpp5,bar_e_rekon7bar_e_rekon,bppbbk0
0
bar_e_rekon,908,5bar_e_rekon6
0
0
bppbar_e_rekon0,000,000
bppbar_e_rekon0,000,000
0
0
0

SAI
bar_e_rekon9,7bbk5,590,000
bppbbk,849,bar_e_rekon4bbk,780
-bpp5,bar_e_rekon7bar_e_rekon,bppbbk0
0
bar_e_rekon,908,5bar_e_rekon6
0
0
bppbar_e_rekon0,000,000
bppbar_e_rekon0,000,000
0
0
0

Perbedaan",bar_e_rekon
"BERITA ACARA REKONSILIASI
Nomor: BAR-bpp5bar_e_rekonbbk96/WPB.0bpp/KP.00bpp/bar_e_rekon0bar_e_rekonbpp
Pada hari ini Senin tanggal Sepuluh bulan Januari tahun Dua Ribu Dua Puluh Dua telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROVINSI ACEH (0bpp9649) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna Anggaran
dengan Kantor Pelayanan Perbendaharaan Negara BANDA ACEH, yang selanjutnya disebut
Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Desember bar_e_rekon0bar_e_rekonbpp.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
bpp
bar_e_rekon
bbk
4
5
6
7
8
9
bpp0
bppbpp
bppbar_e_rekon

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
bpp8,8bbk9,050,000
bpp8,7bpp7,bbk7bar_e_rekon,8bpp6
-6,bar_e_rekon5bpp,bbk00
0
bbk4,48bbk,8bpp5
0
0
0
0
0
0
0

SAI
bpp8,8bbk9,050,000
bpp8,7bpp7,bbk7bar_e_rekon,8bpp6
-6,bar_e_rekon5bpp,bbk00
0
bbk4,48bbk,8bpp5
0
0
0
0
0
0
0

Perbedaan",bar_e_rekon
"BUKU BESAR AKRUAL
BADAN PUSAT STATISTIK
BANTEN

: BBSAIAK
Tanggal : bppbpp-0bar_e_rekon-bar_e_rekonbar_e_rekon
Halaman :
bpp
Kd Lap

PERIODE bpp JULI S/D bbkbpp JULI bar_e_rekon0bar_e_rekonbpp
BUKU BESAR

bppbppbpp6bppbpp

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

0bpp-07-bar_e_rekonbpp

0bpp-07-bar_e_rekonbpp

SALDO

NO DOK

BAESbppWIL
SATK
0540bppbar_e_rekon9006bbk689bar_e_rekon

KPPN

DEBET

KREDIT

bppbar_e_rekon0,000,000
bppbar_e_rekon0,000,000

Kolom Saldo dengan tanda kurung (negatif) berarti SALDO KREDIT, tanpa tanda kurung berarti SALDO DEBET

SALDO",bbk
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
JAWA BARAT

: BBSAIK
Tanggal : bpp4-0bpp-bar_e_rekon0bar_e_rekonbar_e_rekon
Halaman :
bpp
Kd Lap

PERIODE bpp DESEMBER S/D bbkbpp DESEMBER bar_e_rekon0bar_e_rekonbpp
BUKU BESAR
TGL POS

bppbpp56bppbar_e_rekon

TGL DOK

0bpp-bppbar_e_rekon-bar_e_rekon0bar_e_rekonbpp 0bpp-bppbar_e_rekon-bar_e_rekon0bar_e_rekonbpp

0bbk-bppbar_e_rekon-bar_e_rekon0bar_e_rekonbpp 0bbk-bppbar_e_rekon-bar_e_rekon0bar_e_rekonbpp

Piutang dari KPPN
JNS DOK
SPbar_e_rekonDPL

NO DOK

BAESbppWIL
SATK

KPPN

bar_e_rekonbpp095bpp50bpp00bar_e_rekon776 0540bpp0bar_e_rekon000bpp8597 095

DEBET

SALDO

KREDIT",bbk
"B U K U B E S A R A K R U A L
BADAN PUSAT STATISTIK
SUMATERA SELATAN

Kd Lap : BBSAIAK
Tanggal : 04-bppbar_e_rekon-bar_e_rekonbpp
Halaman :
bpp

PERIODE bpp JANUARI S/D bbk0 SEPTEMBER bar_e_rekon0bar_e_rekonbpp
BUKU BESAR
TGL POS

bppbppbpp6bppbpp

TGL DOK

Kas di Bendahara Pengeluaran
JNS DOK

0bpp-0bpp-bar_e_rekonbpp

0bpp-0bpp-bar_e_rekonbpp

SALDO

bpp8-0bpp-bar_e_rekonbpp

bpp8-0bpp-bar_e_rekonbpp

SPbar_e_rekonDPL

NO DOK

BAESbppWIL
SATK

KPPN

0540bppbppbpp004bar_e_rekon8bar_e_rekonbppbpp
bar_e_rekonbpp0bpp4bppbbk0bpp000089

0bpp4

DEBET

KREDIT

0

0

bar_e_rekonbpp0,000,000
bar_e_rekonbpp0,000,000

Kolom Saldo dengan tanda kurung (negatif) berarti SALDO KREDIT, tanpa tanda kurung berarti SALDO DEBET

SALDO",bbk
